"   ","RB090_DATE_OUT-RB090_DATE_IN","RB090_ETAG_ID","RB090_LOT_NO","RB090_COMPONENT","RB090_SIZE","RB090_DATE_IN","RB090_IN_QTY","RB090_DATE_OUT","RB090_OUT_QTY","RB090_TICKET_ID","RB090_STOCK_NO","RB090_PROD_LINE","RB090_SLIP_NO"
"107","5.91497685185185","30001D51122003281345C05707100140","N0E19","PH","14","2020/3/28 13:46:33","12","2020/4/3 11:44:07","12","T001468036","PH","LF 01A",""
"108","8.59332175925926","500001F1122006190612414571040100","N0G15","PH","10","2020/6/19 6:18:31","12","2020/6/27 20:32:54","12","T001580468","PH","LF ML1",""
"109","8.59332175925926","50001085122006190612414571040105","N0G15","PH","10.5","2020/6/19 6:18:31","12","2020/6/27 20:32:54","12","T001580458","PH","LF ML1",""
"110","8.59332175925926","500012DE122006190612414571040105","N0G15","PH","10.5","2020/6/19 6:18:31","12","2020/6/27 20:32:54","12","T001580458","PH","LF ML1",""
"111","5.20144675925926","500009E4122006190613414571040115","N0G15","PH","11.5","2020/6/19 6:18:31","12","2020/6/24 11:08:36","12","T001580456","PH","LF ML1",""
"112","8.46628472222222","50000781122006190613414571040120","N0G15","PH","12","2020/6/19 6:18:31","12","2020/6/27 17:29:58","12","T001580455","PH","LF ML1",""
"113","8.46628472222222","50000977122006190613414571040120","N0G15","PH","12","2020/6/19 6:18:31","12","2020/6/27 17:29:58","12","T001580455","PH","LF ML1",""
"114","8.46628472222222","50000E4F122006190613414571040120","N0G15","PH","12","2020/6/19 6:18:31","12","2020/6/27 17:29:58","12","T001580455","PH","LF ML1",""
"115","8.46628472222222","500007B9122006190613414571040130","N0G15","PH","13","2020/6/19 6:18:31","12","2020/6/27 17:29:58","12","T001580454","PH","LF ML1",""
"116","9.16768518518519","500000E0122006190613414571040110","N0G15","PH","11","2020/6/19 6:22:58","12","2020/6/28 10:24:26","12","T001580457","PH","LF ML1",""
"117","6.76520833333333","50001296122003312239C05707100095","N0E19","PH","09.5","2020/3/31 22:41:48","12","2020/4/7 17:03:42","12","T001472393","PH","LF 01A",""
"118","6.76520833333333","500001AB122003312239C05707100095","N0E19","PH","09.5","2020/3/31 22:41:48","12","2020/4/7 17:03:42","12","T001472393","PH","LF 01A",""
"119","6.76520833333333","30002655122003312239C05707100095","N0E19","PH","09.5","2020/3/31 22:41:48","12","2020/4/7 17:03:42","12","T001472393","PH","LF 01A",""
"120","6.76520833333333","30001987122003312239C05707100095","N0E19","PH","09.5","2020/3/31 22:41:48","12","2020/4/7 17:03:42","12","T001472393","PH","LF 01A",""
"121","8.7819212962963","500012B3122003312239C05707100100","N0E19","PH","10","2020/3/31 22:41:48","12","2020/4/9 17:27:46","12","T001472394","PH","LF 01A",""
"122","8.7819212962963","50001114122003312239C05707100100","N0E19","PH","10","2020/3/31 22:41:48","12","2020/4/9 17:27:46","12","T001472394","PH","LF 01A",""
"123","8.7819212962963","30001BED122003312239C05707100110","N0E19","PH","11","2020/3/31 22:41:48","12","2020/4/9 17:27:46","12","T001472395","PH","LF 01A",""
"124","9.64752314814815","30002666122003312240C05707100115","N0E19","PH","11.5","2020/3/31 22:41:48","12","2020/4/10 14:14:14","12","T001472335","PH","LF 01A",""
"125","9.64575231481481","30001A87122003312240C05707100130","N0E19","PH","13","2020/3/31 22:41:48","12","2020/4/10 14:11:41","12","T001472383","PH","LF 01A",""
