,RB090_COMPONENT,RB090_DATE_OUT-RB090_DATE_IN
14664,OUTSOLE,267.8144444
14980,OUTSOLE,267.7933333
14981,OUTSOLE,267.7536111
32025,OUTSOLE,267.7391667
38653,OUTSOLE,267.7355556
33727,OUTSOLE,267.5641667
10172,OUTSOLE,267.3055556
32190,OUTSOLE,267.2713889
41791,OUTSOLE,267.2588889
32202,OUTSOLE,267.1680556
14665,OUTSOLE,267.1363889
19097,OUTSOLE,267.0930556
19098,OUTSOLE,267.0930556
40473,OUTSOLE,267.0241667
31567,OUTSOLE,266.9511111
1598,OUTSOLE,266.9277778
31531,OUTSOLE,266.915
31553,OUTSOLE,266.8686111
29324,OUTSOLE,266.8147222
40301,OUTSOLE,266.8027778
21380,OUTSOLE,266.7772222
41373,OUTSOLE,266.4880556
14713,OUTSOLE,266.3877778
40430,OUTSOLE,266.2486111
17286,OUTSOLE,266.1608333
21322,OUTSOLE,266.0958333
27686,OUTSOLE,266.0186111
17287,OUTSOLE,265.9333333
43880,OUTSOLE,265.9188889
474,OUTSOLE,265.895
25928,OUTSOLE,265.8844444
25919,OUTSOLE,265.8361111
25920,OUTSOLE,265.8361111
40419,OUTSOLE,265.7677778
30394,OUTSOLE,265.7283333
14714,OUTSOLE,265.6455556
14715,OUTSOLE,265.6455556
28381,OUTSOLE,265.5983333
28382,OUTSOLE,265.5983333
11575,OUTSOLE,265.5319444
383,OUTSOLE,265.4966667
203,OUTSOLE,265.4775
29358,OUTSOLE,265.4416667
26929,OUTSOLE,265.4344444
26930,OUTSOLE,265.4344444
32040,OUTSOLE,265.3969444
26909,OUTSOLE,265.3905556
36198,OUTSOLE,265.305
32135,OUTSOLE,265.2113889
14060,OUTSOLE,265.1455556
14059,OUTSOLE,265.1383333
41498,OUTSOLE,265.0688889
40847,OUTSOLE,265.0333333
13815,OUTSOLE,264.9897222
31586,OUTSOLE,264.8288889
21532,OUTSOLE,264.3383333
41489,OUTSOLE,264.2125
28095,OUTSOLE,264.0708333
28096,OUTSOLE,264.0677778
28097,OUTSOLE,264.065
2000,OUTSOLE,264.0161111
40991,OUTSOLE,263.7744444
19088,OUTSOLE,263.4733333
19089,OUTSOLE,263.4733333
27772,OUTSOLE,263.3208333
27773,OUTSOLE,263.3183333
31025,OUTSOLE,263.2813889
31026,OUTSOLE,263.2813889
40522,OUTSOLE,263.2194444
25971,OUTSOLE,263.1169444
41964,OUTSOLE,263.0630556
35903,OUTSOLE,263.0577778
35904,OUTSOLE,263.0516667
30397,OUTSOLE,263.0319444
35899,OUTSOLE,262.7266667
41024,OUTSOLE,262.7072222
19096,OUTSOLE,262.5808333
3902,OUTSOLE,262.3638889
15377,OUTSOLE,261.9036111
39593,OUTSOLE,261.8988889
35869,OUTSOLE,261.77
35872,OUTSOLE,261.77
35873,OUTSOLE,261.77
16313,OUTSOLE,261.6733333
40729,OUTSOLE,261.5583333
43699,OUTSOLE,261.5161111
34897,OUTSOLE,261.3508333
8089,OUTSOLE,261.3438889
31027,OUTSOLE,261.1691667
16314,OUTSOLE,261.1225
16306,OUTSOLE,261.0041667
16450,OUTSOLE,260.7947222
1763,OUTSOLE,260.6883333
25010,OUTSOLE,260.6244444
25012,OUTSOLE,260.6244444
39156,OUTSOLE,260.5033333
39154,OUTSOLE,260.4880556
39155,OUTSOLE,260.4880556
39158,OUTSOLE,260.4880556
26924,OUTSOLE,260.4452778
26925,OUTSOLE,260.4452778
40209,OUTSOLE,260.2855556
39169,OUTSOLE,260.2477778
16497,OUTSOLE,260.1102778
16496,OUTSOLE,260.1052778
16504,OUTSOLE,260.0763889
28074,OUTSOLE,260.0719444
33170,OUTSOLE,260.0525
33171,OUTSOLE,260.0525
22711,OUTSOLE,259.8997222
27110,OUTSOLE,259.8094444
16473,OUTSOLE,259.6294444
41957,OUTSOLE,259.6286111
39237,OUTSOLE,259.3927778
20152,OUTSOLE,259.3922222
41240,OUTSOLE,259.3427778
24612,OUTSOLE,259.3225
4549,OUTSOLE,259.2916667
41895,OUTSOLE,259.2163889
29093,OUTSOLE,259.1158333
4591,OUTSOLE,259.1008333
41746,OUTSOLE,259.015
33439,OUTSOLE,258.9919444
42608,OUTSOLE,258.9691667
16608,OUTSOLE,258.9302778
24681,OUTSOLE,258.9252778
4604,OUTSOLE,258.9083333
39279,OUTSOLE,258.7719444
39282,OUTSOLE,258.7719444
39278,OUTSOLE,258.7566667
42475,OUTSOLE,258.7455556
25251,OUTSOLE,258.6383333
32531,OUTSOLE,258.6013889
24595,OUTSOLE,258.1341667
16300,OUTSOLE,258.0863889
8627,OUTSOLE,258.0747222
27892,OUTSOLE,258.0027778
25278,OUTSOLE,257.9427778
20292,OUTSOLE,257.9230556
43476,OUTSOLE,257.9197222
43477,OUTSOLE,257.8730556
39357,OUTSOLE,257.8411111
9730,OUTSOLE,257.7822222
32674,OUTSOLE,257.6080556
16447,OUTSOLE,257.3555556
43152,OUTSOLE,257.3216667
20479,OUTSOLE,257.3130556
32758,OUTSOLE,257.1288889
7262,OUTSOLE,257.1163889
14410,OUTSOLE,257.0686111
14404,OUTSOLE,257.0633333
14406,OUTSOLE,257.0633333
14408,OUTSOLE,257.0633333
14409,OUTSOLE,257.0633333
14405,OUTSOLE,257.0580556
14407,OUTSOLE,257.0580556
20619,OUTSOLE,257.0347222
43216,OUTSOLE,257.0075
20656,OUTSOLE,256.9780556
22862,OUTSOLE,256.7852778
43334,OUTSOLE,256.3927778
23546,OUTSOLE,256.3441667
27764,OUTSOLE,256.1644444
43352,OUTSOLE,256.1108333
43376,OUTSOLE,255.91
22839,OUTSOLE,255.7186111
39187,OUTSOLE,255.3922222
39189,OUTSOLE,255.3844444
39256,OUTSOLE,255.3091667
39283,OUTSOLE,255.1927778
39280,OUTSOLE,255.1761111
8114,OUTSOLE,255.1547222
16793,OUTSOLE,255.0733333
9615,OUTSOLE,254.9922222
10021,OUTSOLE,254.8522222
39320,OUTSOLE,254.7380556
39318,OUTSOLE,254.7238889
39319,OUTSOLE,254.7238889
39321,OUTSOLE,254.7238889
8354,OUTSOLE,254.56
34896,OUTSOLE,254.5388889
27097,OUTSOLE,254.5047222
41676,OUTSOLE,254.2825
34070,OUTSOLE,254.1161111
39385,OUTSOLE,254.0797222
6040,OUTSOLE,254.0713889
39384,OUTSOLE,254.0630556
8364,OUTSOLE,253.97
8864,OUTSOLE,253.6941667
2015,OUTSOLE,253.6755556
39340,OUTSOLE,253.67
39341,OUTSOLE,253.67
39453,OUTSOLE,253.6594444
39452,OUTSOLE,253.6511111
9558,OUTSOLE,253.6230556
2014,OUTSOLE,253.6211111
6121,OUTSOLE,253.5213889
39707,OUTSOLE,253.2916667
7727,OUTSOLE,253.2802778
37657,OUTSOLE,253.2233333
39356,OUTSOLE,253.1919444
7726,OUTSOLE,253.1388889
39377,OUTSOLE,253.025
39382,OUTSOLE,253.0061111
8353,OUTSOLE,252.9858333
39530,OUTSOLE,252.9577778
2314,OUTSOLE,252.7797222
39438,OUTSOLE,252.7727778
19067,OUTSOLE,252.7019444
28600,OUTSOLE,252.6597222
39434,OUTSOLE,252.6375
51,OUTSOLE,252.5544444
35945,OUTSOLE,252.5194444
35946,OUTSOLE,252.5194444
34179,OUTSOLE,252.5183333
39526,OUTSOLE,252.4783333
9670,OUTSOLE,252.3577778
34286,OUTSOLE,252.2733333
32385,OUTSOLE,251.96
29840,OUTSOLE,251.925
29820,OUTSOLE,251.8983333
14617,OUTSOLE,251.8816667
14618,OUTSOLE,251.8816667
8858,OUTSOLE,251.8591667
8865,OUTSOLE,251.8288889
39425,OUTSOLE,251.7805556
33264,OUTSOLE,251.7266667
9793,OUTSOLE,251.7013889
9566,OUTSOLE,251.6991667
9576,OUTSOLE,251.6480556
9580,OUTSOLE,251.6222222
42136,OUTSOLE,251.6105556
42137,OUTSOLE,251.6105556
32483,OUTSOLE,251.3313889
50,OUTSOLE,251.3258333
6417,OUTSOLE,251.2077778
6832,OUTSOLE,251.2041667
22411,OUTSOLE,251.1522222
7265,OUTSOLE,251.1383333
42168,OUTSOLE,251.1375
39669,OUTSOLE,251.0766667
6831,OUTSOLE,251.0627778
29927,OUTSOLE,251.0569444
28834,OUTSOLE,251.0047222
29931,OUTSOLE,250.8336111
6992,OUTSOLE,250.7091667
6993,OUTSOLE,250.7052778
8835,OUTSOLE,250.6577778
9731,OUTSOLE,250.4755556
26417,OUTSOLE,250.4627778
7989,OUTSOLE,250.2261111
30133,OUTSOLE,250.1944444
30136,OUTSOLE,250.1658333
29215,OUTSOLE,249.9619444
34217,OUTSOLE,249.9530556
6377,OUTSOLE,249.95
29686,OUTSOLE,249.8752778
29688,OUTSOLE,249.8752778
14622,OUTSOLE,249.7869444
14623,OUTSOLE,249.7869444
14624,OUTSOLE,249.5163889
4671,OUTSOLE,249.4938889
30341,OUTSOLE,249.4508333
30342,OUTSOLE,249.4508333
29848,OUTSOLE,249.2944444
34746,OUTSOLE,249.2816667
14628,OUTSOLE,249.0322222
14629,OUTSOLE,249.0322222
14630,OUTSOLE,249.0322222
14631,OUTSOLE,249.0322222
29114,OUTSOLE,248.8511111
1721,OUTSOLE,248.4552778
28646,OUTSOLE,247.8569444
2579,OUTSOLE,247.7961111
33238,OUTSOLE,247.7861111
33239,OUTSOLE,247.7847222
30049,OUTSOLE,247.7430556
30042,OUTSOLE,247.7311111
10164,OUTSOLE,247.6563889
27890,OUTSOLE,247.5033333
27891,OUTSOLE,247.5008333
17399,OUTSOLE,247.3966667
43406,OUTSOLE,247.3530556
41795,OUTSOLE,247.3372222
1884,OUTSOLE,247.3319444
1885,OUTSOLE,247.3319444
1886,OUTSOLE,247.3319444
1891,OUTSOLE,247.3155556
18069,OUTSOLE,247.2769444
18070,OUTSOLE,247.2769444
18071,OUTSOLE,247.2769444
18074,OUTSOLE,247.2769444
30156,OUTSOLE,247.2286111
30161,OUTSOLE,247.2133333
17409,OUTSOLE,247.0552778
17410,OUTSOLE,247.0552778
26418,OUTSOLE,247.015
43471,OUTSOLE,246.9594444
32136,OUTSOLE,246.9147222
7582,OUTSOLE,246.6069444
22480,OUTSOLE,246.4605556
33162,OUTSOLE,246.3047222
33165,OUTSOLE,246.2872222
22864,OUTSOLE,246.0741667
33704,OUTSOLE,246.0222222
22511,OUTSOLE,245.8458333
29255,OUTSOLE,245.8366667
17521,OUTSOLE,245.7711111
29214,OUTSOLE,245.7341667
29216,OUTSOLE,245.7163889
40,OUTSOLE,245.7016667
29217,OUTSOLE,245.5697222
34282,OUTSOLE,245.4502778
3957,OUTSOLE,245.2763889
43404,OUTSOLE,245.0572222
40302,OUTSOLE,244.9961111
37490,OUTSOLE,244.7666667
1640,OUTSOLE,244.5352778
43452,OUTSOLE,244.5058333
33368,OUTSOLE,244.4980556
18072,OUTSOLE,244.4969444
29230,OUTSOLE,244.4725
28631,OUTSOLE,244.4358333
13730,OUTSOLE,244.3716667
13731,OUTSOLE,244.3716667
13732,OUTSOLE,244.3716667
43465,OUTSOLE,244.3569444
28086,OUTSOLE,244.3316667
18080,OUTSOLE,244.3213889
18081,OUTSOLE,244.3213889
28633,OUTSOLE,244.2911111
28642,OUTSOLE,244.2338889
110,OUTSOLE,244.2238889
125,OUTSOLE,244.1966667
28644,OUTSOLE,244.0694444
29317,OUTSOLE,243.9816667
10755,OUTSOLE,243.9694444
9662,OUTSOLE,243.9372222
9663,OUTSOLE,243.9372222
9664,OUTSOLE,243.9372222
9681,OUTSOLE,243.9272222
22047,OUTSOLE,243.8961111
29344,OUTSOLE,243.8730556
43585,OUTSOLE,243.8252778
15767,OUTSOLE,243.7486111
40277,OUTSOLE,243.7205556
20198,OUTSOLE,243.7022222
20199,OUTSOLE,243.6930556
32095,OUTSOLE,243.6041667
32096,OUTSOLE,243.6041667
13902,OUTSOLE,243.5663889
28812,OUTSOLE,243.4733333
17382,OUTSOLE,243.3833333
17383,OUTSOLE,243.3833333
9800,OUTSOLE,243.225
33638,OUTSOLE,243.175
22712,OUTSOLE,243.1602778
11045,OUTSOLE,243.1363889
11046,OUTSOLE,243.1363889
40864,OUTSOLE,243.055
40297,OUTSOLE,243.0358333
15623,OUTSOLE,243.0175
22072,OUTSOLE,242.9916667
29297,OUTSOLE,242.8469444
29299,OUTSOLE,242.7944444
29300,OUTSOLE,242.7944444
29304,OUTSOLE,242.7622222
9859,OUTSOLE,242.7241667
29302,OUTSOLE,242.6477778
40423,OUTSOLE,242.6375
242,OUTSOLE,242.6022222
310,OUTSOLE,242.455
11621,OUTSOLE,242.4480556
11622,OUTSOLE,242.4480556
13735,OUTSOLE,242.4322222
13736,OUTSOLE,242.4322222
13737,OUTSOLE,242.4322222
13738,OUTSOLE,242.4322222
17316,OUTSOLE,242.3788889
41023,OUTSOLE,242.2883333
14022,OUTSOLE,242.2641667
29224,OUTSOLE,242.1441667
29225,OUTSOLE,242.1441667
27160,OUTSOLE,242.1072222
34364,OUTSOLE,242.065
22479,OUTSOLE,242.05
27681,OUTSOLE,242.0136111
31556,OUTSOLE,241.9463889
40475,OUTSOLE,241.8913889
22329,OUTSOLE,241.8583333
11586,OUTSOLE,241.7552778
29373,OUTSOLE,241.7394444
29377,OUTSOLE,241.7072222
29376,OUTSOLE,241.5927778
18161,OUTSOLE,241.5830556
18162,OUTSOLE,241.5830556
18163,OUTSOLE,241.5830556
18164,OUTSOLE,241.5830556
24352,OUTSOLE,241.4825
24328,OUTSOLE,241.4055556
8178,OUTSOLE,241.3930556
8179,OUTSOLE,241.3930556
24370,OUTSOLE,241.3663889
20256,OUTSOLE,241.3366667
14025,OUTSOLE,241.2277778
17275,OUTSOLE,241.1966667
28368,OUTSOLE,241.1519444
28369,OUTSOLE,241.1519444
28371,OUTSOLE,241.1197222
33371,OUTSOLE,241.0708333
13905,OUTSOLE,241.0197222
17282,OUTSOLE,241.0016667
32183,OUTSOLE,240.9008333
18447,OUTSOLE,240.8402778
18448,OUTSOLE,240.8402778
18449,OUTSOLE,240.8402778
18598,OUTSOLE,240.6011111
18599,OUTSOLE,240.6011111
16162,OUTSOLE,240.5566667
16163,OUTSOLE,240.5566667
16164,OUTSOLE,240.5566667
39572,OUTSOLE,240.2661111
39573,OUTSOLE,240.2661111
33402,OUTSOLE,240.1786111
16951,OUTSOLE,240.1072222
26385,OUTSOLE,240.0402778
26386,OUTSOLE,240.0402778
26387,OUTSOLE,240.0402778
10656,OUTSOLE,239.895
28796,OUTSOLE,239.8427778
20516,OUTSOLE,239.8141667
18600,OUTSOLE,239.77
20552,OUTSOLE,239.5355556
16456,OUTSOLE,239.33
16457,OUTSOLE,239.33
2493,OUTSOLE,239.1994444
26537,OUTSOLE,239.0988889
17028,OUTSOLE,239.0538889
39598,OUTSOLE,238.9269444
28355,OUTSOLE,238.9058333
26595,OUTSOLE,238.7855556
28953,OUTSOLE,238.7488889
26598,OUTSOLE,238.6552778
32810,OUTSOLE,238.4769444
8189,OUTSOLE,238.4438889
17314,OUTSOLE,238.3975
29466,OUTSOLE,238.375
34902,OUTSOLE,238.3030556
34918,OUTSOLE,238.3030556
39644,OUTSOLE,238.1608333
32066,OUTSOLE,238.0911111
34940,OUTSOLE,238.0880556
13899,OUTSOLE,238.0833333
24476,OUTSOLE,238.04
18415,OUTSOLE,238.0152778
34970,OUTSOLE,237.9758333
30479,OUTSOLE,237.9427778
29256,OUTSOLE,237.9155556
29258,OUTSOLE,237.9155556
1110,OUTSOLE,237.8980556
9679,OUTSOLE,237.8780556
9680,OUTSOLE,237.8780556
18423,OUTSOLE,237.8683333
27958,OUTSOLE,237.8238889
31997,OUTSOLE,237.72
1182,OUTSOLE,237.6713889
13837,OUTSOLE,237.6277778
4695,OUTSOLE,237.5441667
9720,OUTSOLE,237.5202778
36482,OUTSOLE,237.4838889
36483,OUTSOLE,237.4838889
14828,OUTSOLE,237.4052778
41275,OUTSOLE,237.2186111
41276,OUTSOLE,237.2186111
41735,OUTSOLE,237.2161111
22934,OUTSOLE,237.2116667
41277,OUTSOLE,237.2019444
26177,OUTSOLE,237.195
13904,OUTSOLE,237.1105556
25003,OUTSOLE,237.0458333
25004,OUTSOLE,237.0458333
8295,OUTSOLE,236.9944444
18601,OUTSOLE,236.99
31991,OUTSOLE,236.8888889
31994,OUTSOLE,236.8888889
13838,OUTSOLE,236.8308333
26424,OUTSOLE,236.8108333
31641,OUTSOLE,236.7752778
7696,OUTSOLE,236.5744444
19066,OUTSOLE,236.505
18680,OUTSOLE,236.4722222
39186,OUTSOLE,236.4544444
29257,OUTSOLE,236.4313889
29259,OUTSOLE,236.4313889
38606,OUTSOLE,236.3302778
38608,OUTSOLE,236.3302778
9552,OUTSOLE,236.3086111
32067,OUTSOLE,236.2961111
28663,OUTSOLE,236.2788889
32070,OUTSOLE,236.2783333
32078,OUTSOLE,236.2461111
9570,OUTSOLE,236.1608333
25656,OUTSOLE,236.0205556
26655,OUTSOLE,235.9611111
26650,OUTSOLE,235.9558333
14021,OUTSOLE,235.8761111
25660,OUTSOLE,235.8758333
25661,OUTSOLE,235.8758333
25662,OUTSOLE,235.8758333
25663,OUTSOLE,235.8758333
10156,OUTSOLE,235.8444444
1460,OUTSOLE,235.81
1463,OUTSOLE,235.8044444
38098,OUTSOLE,235.5794444
7733,OUTSOLE,235.5227778
7735,OUTSOLE,235.5177778
38099,OUTSOLE,235.5127778
38655,OUTSOLE,235.4463889
26569,OUTSOLE,235.4194444
13934,OUTSOLE,235.3716667
26591,OUTSOLE,235.2941667
4533,OUTSOLE,235.165
39255,OUTSOLE,235.1286111
18487,OUTSOLE,235.1227778
40975,OUTSOLE,235.0211111
29310,OUTSOLE,235.0208333
39286,OUTSOLE,235.0108333
32160,OUTSOLE,234.9636111
32161,OUTSOLE,234.9636111
18621,OUTSOLE,234.9313889
29443,OUTSOLE,234.9205556
25253,OUTSOLE,234.8952778
33284,OUTSOLE,234.8811111
26769,OUTSOLE,234.8761111
33835,OUTSOLE,234.8347222
31704,OUTSOLE,234.7652778
31705,OUTSOLE,234.7652778
32171,OUTSOLE,234.7205556
16785,OUTSOLE,234.7175
3149,OUTSOLE,234.6908333
19126,OUTSOLE,234.625
19127,OUTSOLE,234.625
8367,OUTSOLE,234.5775
8368,OUTSOLE,234.5775
13932,OUTSOLE,234.5747222
13933,OUTSOLE,234.5747222
13935,OUTSOLE,234.5747222
8369,OUTSOLE,234.5661111
8370,OUTSOLE,234.5661111
40212,OUTSOLE,234.5513889
40327,OUTSOLE,234.4766667
32266,OUTSOLE,234.4161111
18523,OUTSOLE,234.4111111
36513,OUTSOLE,234.3391667
26032,OUTSOLE,234.2577778
32267,OUTSOLE,234.2516667
32269,OUTSOLE,234.2516667
33978,OUTSOLE,234.2069444
13995,OUTSOLE,234.1822222
26034,OUTSOLE,234.1130556
26035,OUTSOLE,234.1130556
36555,OUTSOLE,234.1013889
4554,OUTSOLE,234.0105556
33330,OUTSOLE,233.9811111
36658,OUTSOLE,233.9763889
36660,OUTSOLE,233.9763889
17520,OUTSOLE,233.9505556
36680,OUTSOLE,233.9491667
33329,OUTSOLE,233.9019444
19040,OUTSOLE,233.8761111
13677,OUTSOLE,233.8588889
1619,OUTSOLE,233.805
29098,OUTSOLE,233.7791667
1643,OUTSOLE,233.7369444
24692,OUTSOLE,233.6502778
26182,OUTSOLE,233.5466667
26180,OUTSOLE,233.5180556
28619,OUTSOLE,233.4783333
39153,OUTSOLE,233.4469444
34979,OUTSOLE,233.4347222
34978,OUTSOLE,233.4297222
19321,OUTSOLE,233.4041667
26184,OUTSOLE,233.4019444
31655,OUTSOLE,233.3472222
39150,OUTSOLE,233.3386111
39151,OUTSOLE,233.3225
39159,OUTSOLE,233.3225
287,OUTSOLE,233.3172222
39152,OUTSOLE,233.3152778
16788,OUTSOLE,233.3
1502,OUTSOLE,233.2738889
1505,OUTSOLE,233.2427778
8374,OUTSOLE,233.2336111
6857,OUTSOLE,233.2158333
31662,OUTSOLE,233.2022222
31721,OUTSOLE,233.0991667
29041,OUTSOLE,233.0958333
15974,OUTSOLE,233.0930556
39177,OUTSOLE,233.0663889
39178,OUTSOLE,233.0663889
39179,OUTSOLE,233.0636111
39180,OUTSOLE,233.0402778
39188,OUTSOLE,233.0188889
9845,OUTSOLE,233.0177778
30522,OUTSOLE,233.0013889
8375,OUTSOLE,232.9766667
8383,OUTSOLE,232.9766667
8384,OUTSOLE,232.9766667
8385,OUTSOLE,232.9766667
8386,OUTSOLE,232.9766667
8387,OUTSOLE,232.9766667
31717,OUTSOLE,232.9641667
31689,OUTSOLE,232.9561111
31690,OUTSOLE,232.9561111
39215,OUTSOLE,232.9533333
29682,OUTSOLE,232.9263889
31731,OUTSOLE,232.9136111
35271,OUTSOLE,232.8966667
31723,OUTSOLE,232.8961111
35273,OUTSOLE,232.7941667
35274,OUTSOLE,232.7941667
35275,OUTSOLE,232.7805556
33276,OUTSOLE,232.7483333
33277,OUTSOLE,232.7430556
41119,OUTSOLE,232.6394444
1544,OUTSOLE,232.4747222
33460,OUTSOLE,232.3136111
33461,OUTSOLE,232.2316667
29327,OUTSOLE,232.1591667
34228,OUTSOLE,232.0027778
34229,OUTSOLE,231.9819444
17315,OUTSOLE,231.8988889
42076,OUTSOLE,231.8958333
42077,OUTSOLE,231.8958333
33471,OUTSOLE,231.8594444
1581,OUTSOLE,231.8483333
14260,OUTSOLE,231.7991667
33494,OUTSOLE,231.7625
39284,OUTSOLE,231.5911111
1629,OUTSOLE,231.5852778
39277,OUTSOLE,231.5838889
32265,OUTSOLE,231.5252778
35169,OUTSOLE,231.52
19021,OUTSOLE,231.4269444
19022,OUTSOLE,231.3830556
33310,OUTSOLE,231.3380556
33523,OUTSOLE,231.2986111
19023,OUTSOLE,231.2633333
40330,OUTSOLE,231.1727778
40331,OUTSOLE,231.1727778
27878,OUTSOLE,231.0644444
7611,OUTSOLE,231.0419444
14351,OUTSOLE,231.0161111
41364,OUTSOLE,230.9458333
33370,OUTSOLE,230.9266667
3905,OUTSOLE,230.9230556
39145,OUTSOLE,230.8944444
39146,OUTSOLE,230.8944444
39330,OUTSOLE,230.8783333
34898,OUTSOLE,230.8658333
31992,OUTSOLE,230.7805556
39353,OUTSOLE,230.7675
9357,OUTSOLE,230.755
39365,OUTSOLE,230.7136111
35285,OUTSOLE,230.6844444
42239,OUTSOLE,230.6466667
24281,OUTSOLE,230.6369444
34919,OUTSOLE,230.6144444
42264,OUTSOLE,230.5669444
33380,OUTSOLE,230.5577778
19415,OUTSOLE,230.5516667
34880,OUTSOLE,230.5475
19074,OUTSOLE,230.5308333
31663,OUTSOLE,230.4933333
39386,OUTSOLE,230.4780556
20550,OUTSOLE,230.4691667
28489,OUTSOLE,230.4269444
3920,OUTSOLE,230.4261111
20571,OUTSOLE,230.3058333
19178,OUTSOLE,230.2194444
33374,OUTSOLE,230.1711111
39445,OUTSOLE,230.1708333
39446,OUTSOLE,230.1708333
24415,OUTSOLE,230.1686111
10002,OUTSOLE,230.1047222
28407,OUTSOLE,229.9636111
111,OUTSOLE,229.8466667
15828,OUTSOLE,229.8458333
21361,OUTSOLE,229.8202778
6856,OUTSOLE,229.7308333
1597,OUTSOLE,229.7163889
17771,OUTSOLE,229.6733333
23571,OUTSOLE,229.6527778
33381,OUTSOLE,229.6505556
39243,OUTSOLE,229.5977778
7013,OUTSOLE,229.5813889
19425,OUTSOLE,229.5394444
29116,OUTSOLE,229.5008333
29117,OUTSOLE,229.5008333
16067,OUTSOLE,229.3505556
35390,OUTSOLE,229.3025
19075,OUTSOLE,229.2597222
34344,OUTSOLE,229.2022222
34345,OUTSOLE,229.2022222
19090,OUTSOLE,229.1783333
19101,OUTSOLE,229.1741667
1439,OUTSOLE,229.1572222
14566,OUTSOLE,229.1158333
19100,OUTSOLE,229.1113889
30925,OUTSOLE,229.0808333
1464,OUTSOLE,229.0202778
10051,OUTSOLE,228.9775
33454,OUTSOLE,228.9705556
14627,OUTSOLE,228.9572222
34346,OUTSOLE,228.9502778
16136,OUTSOLE,228.9430556
32010,OUTSOLE,228.9208333
30198,OUTSOLE,228.8766667
32164,OUTSOLE,228.8016667
32166,OUTSOLE,228.8016667
10020,OUTSOLE,228.7438889
34035,OUTSOLE,228.7438889
14215,OUTSOLE,228.6919444
34139,OUTSOLE,228.6852778
34140,OUTSOLE,228.6852778
34141,OUTSOLE,228.6852778
28591,OUTSOLE,228.6433333
3331,OUTSOLE,228.6205556
19140,OUTSOLE,228.5677778
40110,OUTSOLE,228.4286111
9442,OUTSOLE,228.3927778
19144,OUTSOLE,228.355
27781,OUTSOLE,228.3444444
16154,OUTSOLE,228.2694444
19102,OUTSOLE,228.235
29833,OUTSOLE,228.2186111
29834,OUTSOLE,228.2186111
29835,OUTSOLE,228.2186111
29836,OUTSOLE,228.2186111
10006,OUTSOLE,228.2097222
42,OUTSOLE,228.2086111
19103,OUTSOLE,228.2002778
35450,OUTSOLE,228.195
10680,OUTSOLE,228.1472222
19158,OUTSOLE,228.1277778
19159,OUTSOLE,228.1277778
6645,OUTSOLE,228.1186111
39338,OUTSOLE,228.1055556
39339,OUTSOLE,228.1055556
39977,OUTSOLE,228.0922222
34727,OUTSOLE,228.0783333
19104,OUTSOLE,228.0730556
19105,OUTSOLE,228.0705556
6669,OUTSOLE,228.0638889
3414,OUTSOLE,228.0286111
6635,OUTSOLE,227.9427778
21463,OUTSOLE,227.9258333
41301,OUTSOLE,227.9144444
9796,OUTSOLE,227.8816667
32090,OUTSOLE,227.8805556
28832,OUTSOLE,227.7830556
28835,OUTSOLE,227.7783333
23022,OUTSOLE,227.7138889
6841,OUTSOLE,227.6833333
34745,OUTSOLE,227.6438889
35196,OUTSOLE,227.5863889
35197,OUTSOLE,227.5863889
16327,OUTSOLE,227.5669444
19112,OUTSOLE,227.5372222
19292,OUTSOLE,227.5372222
34467,OUTSOLE,227.5269444
40543,OUTSOLE,227.4925
19141,OUTSOLE,227.4858333
19143,OUTSOLE,227.4783333
19142,OUTSOLE,227.4588889
32150,OUTSOLE,227.4311111
19331,OUTSOLE,227.4255556
30403,OUTSOLE,227.3605556
7014,OUTSOLE,227.3072222
6665,OUTSOLE,227.2991667
39109,OUTSOLE,227.2147222
24441,OUTSOLE,227.2119444
33627,OUTSOLE,227.2047222
28008,OUTSOLE,227.1225
34050,OUTSOLE,227.1111111
30639,OUTSOLE,227.11
1613,OUTSOLE,227.0547222
16509,OUTSOLE,227.0263889
28493,OUTSOLE,226.9611111
25909,OUTSOLE,226.8869444
14358,OUTSOLE,226.8855556
19197,OUTSOLE,226.8725
18483,OUTSOLE,226.8705556
1073,OUTSOLE,226.8577778
33684,OUTSOLE,226.8127778
33685,OUTSOLE,226.8127778
33688,OUTSOLE,226.8127778
19114,OUTSOLE,226.7452778
34939,OUTSOLE,226.6980556
31694,OUTSOLE,226.6977778
31696,OUTSOLE,226.6977778
33728,OUTSOLE,226.6208333
6991,OUTSOLE,226.5858333
30137,OUTSOLE,226.4861111
9266,OUTSOLE,226.3766667
9262,OUTSOLE,226.3697222
9265,OUTSOLE,226.3697222
9267,OUTSOLE,226.3697222
9268,OUTSOLE,226.3697222
9263,OUTSOLE,226.3644444
9264,OUTSOLE,226.3644444
29003,OUTSOLE,226.3583333
21369,OUTSOLE,226.3513889
9916,OUTSOLE,226.3102778
9917,OUTSOLE,226.3091667
30154,OUTSOLE,226.2327778
31423,OUTSOLE,226.0802778
19337,OUTSOLE,226.0413889
9899,OUTSOLE,226.0191667
25178,OUTSOLE,225.9494444
30178,OUTSOLE,225.9397222
10916,OUTSOLE,225.8386111
35389,OUTSOLE,225.8008333
9328,OUTSOLE,225.7236111
30345,OUTSOLE,225.7077778
30346,OUTSOLE,225.7077778
29635,OUTSOLE,225.6666667
18615,OUTSOLE,225.665
35771,OUTSOLE,225.6380556
