,RB090_COMPONENT,RB090_DATE_OUT-RB090_DATE_IN
15914,OUTSOLE,60.86027778
15915,OUTSOLE,60.86027778
15916,OUTSOLE,60.86027778
1481,OUTSOLE,60.86
1480,OUTSOLE,60.855
1475,OUTSOLE,60.85166667
8854,OUTSOLE,60.845
10481,OUTSOLE,60.83916667
38512,OUTSOLE,60.80916667
35733,OUTSOLE,60.80611111
24587,OUTSOLE,60.79861111
14227,OUTSOLE,60.78472222
25017,OUTSOLE,60.76722222
25018,OUTSOLE,60.76722222
23853,OUTSOLE,60.76388889
36383,OUTSOLE,60.75805556
36384,OUTSOLE,60.75805556
27359,OUTSOLE,60.74888889
40746,OUTSOLE,60.74611111
15476,OUTSOLE,60.74416667
27358,OUTSOLE,60.74111111
27355,OUTSOLE,60.73972222
27356,OUTSOLE,60.73972222
22185,OUTSOLE,60.73694444
8816,OUTSOLE,60.73666667
8817,OUTSOLE,60.73666667
27722,OUTSOLE,60.73444444
27362,OUTSOLE,60.73083333
17786,OUTSOLE,60.73055556
27357,OUTSOLE,60.7275
40646,OUTSOLE,60.70111111
10706,OUTSOLE,60.69
10504,OUTSOLE,60.66805556
27361,OUTSOLE,60.66583333
10919,OUTSOLE,60.64638889
38139,OUTSOLE,60.63833333
23554,OUTSOLE,60.63305556
23558,OUTSOLE,60.63305556
10922,OUTSOLE,60.62888889
9612,OUTSOLE,60.62777778
10567,OUTSOLE,60.6275
15489,OUTSOLE,60.6175
10569,OUTSOLE,60.61277778
10571,OUTSOLE,60.61083333
42390,OUTSOLE,60.60833333
15494,OUTSOLE,60.60666667
20679,OUTSOLE,60.605
20680,OUTSOLE,60.605
20681,OUTSOLE,60.605
20683,OUTSOLE,60.60222222
29649,OUTSOLE,60.60111111
24820,OUTSOLE,60.60083333
19269,OUTSOLE,60.58305556
21390,OUTSOLE,60.5775
21391,OUTSOLE,60.5775
14232,OUTSOLE,60.555
14233,OUTSOLE,60.555
36069,OUTSOLE,60.55055556
39820,OUTSOLE,60.52861111
39821,OUTSOLE,60.52861111
39516,OUTSOLE,60.52805556
10566,OUTSOLE,60.52166667
10563,OUTSOLE,60.51388889
10565,OUTSOLE,60.51388889
24949,OUTSOLE,60.51361111
24951,OUTSOLE,60.51361111
1842,OUTSOLE,60.51138889
28399,OUTSOLE,60.50805556
23572,OUTSOLE,60.50277778
23573,OUTSOLE,60.50277778
2522,OUTSOLE,60.4775
2523,OUTSOLE,60.4775
10507,OUTSOLE,60.47694444
14247,OUTSOLE,60.46416667
15086,OUTSOLE,60.45722222
15089,OUTSOLE,60.45722222
32071,OUTSOLE,60.45194444
35981,OUTSOLE,60.45194444
35982,OUTSOLE,60.45194444
24997,OUTSOLE,60.44166667
25000,OUTSOLE,60.44166667
22164,OUTSOLE,60.42416667
42043,OUTSOLE,60.42222222
42044,OUTSOLE,60.42222222
34052,OUTSOLE,60.41944444
8856,OUTSOLE,60.41638889
15099,OUTSOLE,60.41611111
42079,OUTSOLE,60.41444444
22617,OUTSOLE,60.405
41412,OUTSOLE,60.4025
10329,OUTSOLE,60.39972222
10330,OUTSOLE,60.39972222
10316,OUTSOLE,60.37861111
2902,OUTSOLE,60.37777778
20726,OUTSOLE,60.37416667
10064,OUTSOLE,60.3625
9698,OUTSOLE,60.36
9699,OUTSOLE,60.36
10065,OUTSOLE,60.35972222
10738,OUTSOLE,60.35916667
4999,OUTSOLE,60.35166667
5905,OUTSOLE,60.35138889
5906,OUTSOLE,60.35138889
20060,OUTSOLE,60.35
15517,OUTSOLE,60.33833333
15531,OUTSOLE,60.3225
37885,OUTSOLE,60.3175
37887,OUTSOLE,60.3175
40908,OUTSOLE,60.30638889
40909,OUTSOLE,60.30638889
40911,OUTSOLE,60.30638889
10157,OUTSOLE,60.27694444
10155,OUTSOLE,60.26833333
10723,OUTSOLE,60.2625
10724,OUTSOLE,60.2625
39072,OUTSOLE,60.2525
9506,OUTSOLE,60.23166667
16441,OUTSOLE,60.23166667
24790,OUTSOLE,60.22416667
9504,OUTSOLE,60.22
9505,OUTSOLE,60.22
10730,OUTSOLE,60.21833333
10739,OUTSOLE,60.20138889
10070,OUTSOLE,60.19972222
39856,OUTSOLE,60.1875
27111,OUTSOLE,60.18638889
13376,OUTSOLE,60.18472222
15043,OUTSOLE,60.15111111
4192,OUTSOLE,60.14861111
4099,OUTSOLE,60.14555556
14259,OUTSOLE,60.13444444
14258,OUTSOLE,60.11722222
1644,OUTSOLE,60.1075
21216,OUTSOLE,60.10277778
33495,OUTSOLE,60.09222222
36762,OUTSOLE,60.07055556
27377,OUTSOLE,60.06944444
9560,OUTSOLE,60.06388889
12131,OUTSOLE,60.05972222
27123,OUTSOLE,60.05611111
12802,OUTSOLE,60.05333333
12803,OUTSOLE,60.05333333
12804,OUTSOLE,60.05333333
36046,OUTSOLE,60.05277778
36055,OUTSOLE,60.05277778
36056,OUTSOLE,60.05277778
8612,OUTSOLE,60.04277778
8613,OUTSOLE,60.04277778
33774,OUTSOLE,60.04277778
33775,OUTSOLE,60.03944444
8747,OUTSOLE,60.03666667
27376,OUTSOLE,60.02916667
27378,OUTSOLE,60.02194444
9577,OUTSOLE,60.00027778
35247,OUTSOLE,59.99666667
38421,OUTSOLE,59.99222222
27374,OUTSOLE,59.97777778
27375,OUTSOLE,59.97555556
35243,OUTSOLE,59.97333333
35245,OUTSOLE,59.97333333
35246,OUTSOLE,59.97333333
3457,OUTSOLE,59.96388889
39874,OUTSOLE,59.94166667
9553,OUTSOLE,59.93888889
21668,OUTSOLE,59.93388889
21669,OUTSOLE,59.93388889
15544,OUTSOLE,59.92527778
25927,OUTSOLE,59.89611111
42073,OUTSOLE,59.89222222
4104,OUTSOLE,59.88555556
4109,OUTSOLE,59.88555556
2937,OUTSOLE,59.885
2945,OUTSOLE,59.885
36117,OUTSOLE,59.88277778
25991,OUTSOLE,59.86638889
9729,OUTSOLE,59.85305556
17591,OUTSOLE,59.85
23719,OUTSOLE,59.84916667
23728,OUTSOLE,59.84916667
8752,OUTSOLE,59.84361111
22258,OUTSOLE,59.84
15119,OUTSOLE,59.83833333
35244,OUTSOLE,59.83777778
9559,OUTSOLE,59.83083333
1599,OUTSOLE,59.82583333
17067,OUTSOLE,59.80666667
15028,OUTSOLE,59.80416667
41636,OUTSOLE,59.8025
9686,OUTSOLE,59.79666667
9822,OUTSOLE,59.76861111
26506,OUTSOLE,59.76083333
26507,OUTSOLE,59.76083333
26508,OUTSOLE,59.76083333
26509,OUTSOLE,59.76083333
4121,OUTSOLE,59.75222222
9579,OUTSOLE,59.75111111
9578,OUTSOLE,59.74805556
9823,OUTSOLE,59.7475
36157,OUTSOLE,59.745
4123,OUTSOLE,59.73638889
8024,OUTSOLE,59.72972222
8025,OUTSOLE,59.72972222
36072,OUTSOLE,59.72111111
36169,OUTSOLE,59.70694444
36170,OUTSOLE,59.70694444
6764,OUTSOLE,59.7025
879,OUTSOLE,59.67111111
883,OUTSOLE,59.67111111
887,OUTSOLE,59.67111111
889,OUTSOLE,59.67111111
10529,OUTSOLE,59.66694444
36217,OUTSOLE,59.66333333
36218,OUTSOLE,59.66333333
36219,OUTSOLE,59.66333333
36220,OUTSOLE,59.66333333
39918,OUTSOLE,59.66138889
34905,OUTSOLE,59.65111111
10534,OUTSOLE,59.65055556
22954,OUTSOLE,59.65055556
22957,OUTSOLE,59.65055556
22958,OUTSOLE,59.65055556
22960,OUTSOLE,59.65055556
4372,OUTSOLE,59.64
5975,OUTSOLE,59.63305556
5976,OUTSOLE,59.63305556
5980,OUTSOLE,59.63305556
5981,OUTSOLE,59.63305556
38816,OUTSOLE,59.62694444
14327,OUTSOLE,59.61527778
16887,OUTSOLE,59.61194444
36302,OUTSOLE,59.60916667
9588,OUTSOLE,59.59166667
7894,OUTSOLE,59.58527778
28902,OUTSOLE,59.58472222
28903,OUTSOLE,59.58472222
38826,OUTSOLE,59.58333333
15160,OUTSOLE,59.58027778
10158,OUTSOLE,59.57416667
17246,OUTSOLE,59.57333333
42081,OUTSOLE,59.56194444
3432,OUTSOLE,59.54861111
41078,OUTSOLE,59.54722222
38181,OUTSOLE,59.53972222
11110,OUTSOLE,59.53944444
8808,OUTSOLE,59.53861111
8809,OUTSOLE,59.53861111
38823,OUTSOLE,59.53555556
38824,OUTSOLE,59.53555556
38825,OUTSOLE,59.53555556
4324,OUTSOLE,59.52444444
11191,OUTSOLE,59.52166667
33950,OUTSOLE,59.52055556
8815,OUTSOLE,59.51305556
2570,OUTSOLE,59.50666667
36764,OUTSOLE,59.49333333
1585,OUTSOLE,59.48916667
26933,OUTSOLE,59.48194444
15177,OUTSOLE,59.47583333
26932,OUTSOLE,59.47472222
9886,OUTSOLE,59.46027778
2712,OUTSOLE,59.45472222
25068,OUTSOLE,59.45444444
10812,OUTSOLE,59.45166667
1566,OUTSOLE,59.45138889
25067,OUTSOLE,59.44972222
25069,OUTSOLE,59.44972222
22343,OUTSOLE,59.44361111
43224,OUTSOLE,59.43888889
13353,OUTSOLE,59.43333333
33577,OUTSOLE,59.43138889
1563,OUTSOLE,59.42888889
8346,OUTSOLE,59.42861111
3270,OUTSOLE,59.42583333
41570,OUTSOLE,59.41527778
41572,OUTSOLE,59.41527778
41573,OUTSOLE,59.40916667
41574,OUTSOLE,59.40916667
41575,OUTSOLE,59.40916667
41577,OUTSOLE,59.40916667
21076,OUTSOLE,59.40055556
25086,OUTSOLE,59.39805556
41568,OUTSOLE,59.39194444
41569,OUTSOLE,59.39194444
41580,OUTSOLE,59.39194444
15557,OUTSOLE,59.38277778
27535,OUTSOLE,59.37888889
27536,OUTSOLE,59.37888889
22978,OUTSOLE,59.37805556
27417,OUTSOLE,59.37472222
34962,OUTSOLE,59.37444444
2429,OUTSOLE,59.37166667
34963,OUTSOLE,59.36916667
35453,OUTSOLE,59.36194444
36091,OUTSOLE,59.35638889
36092,OUTSOLE,59.35638889
36093,OUTSOLE,59.35638889
41576,OUTSOLE,59.34888889
14335,OUTSOLE,59.34694444
16588,OUTSOLE,59.34611111
15247,OUTSOLE,59.34166667
15273,OUTSOLE,59.34166667
34965,OUTSOLE,59.33888889
36104,OUTSOLE,59.3375
21094,OUTSOLE,59.32888889
23809,OUTSOLE,59.31027778
30409,OUTSOLE,59.30416667
17086,OUTSOLE,59.29555556
17090,OUTSOLE,59.29555556
17091,OUTSOLE,59.29555556
22165,OUTSOLE,59.295
22166,OUTSOLE,59.295
28348,OUTSOLE,59.29138889
10177,OUTSOLE,59.28305556
15117,OUTSOLE,59.28083333
3295,OUTSOLE,59.27444444
1654,OUTSOLE,59.27333333
7932,OUTSOLE,59.26388889
41174,OUTSOLE,59.25805556
41226,OUTSOLE,59.25805556
1715,OUTSOLE,59.25444444
7300,OUTSOLE,59.2475
7302,OUTSOLE,59.2475
1716,OUTSOLE,59.24277778
7303,OUTSOLE,59.23861111
36020,OUTSOLE,59.23388889
36021,OUTSOLE,59.23388889
36028,OUTSOLE,59.23194444
1636,OUTSOLE,59.22805556
1717,OUTSOLE,59.22361111
41181,OUTSOLE,59.22055556
35429,OUTSOLE,59.21805556
27445,OUTSOLE,59.21444444
23175,OUTSOLE,59.21194444
9788,OUTSOLE,59.2075
23092,OUTSOLE,59.20638889
21610,OUTSOLE,59.20388889
34901,OUTSOLE,59.19555556
33414,OUTSOLE,59.19194444
1647,OUTSOLE,59.19111111
23822,OUTSOLE,59.18083333
23827,OUTSOLE,59.18083333
23828,OUTSOLE,59.18083333
1650,OUTSOLE,59.18
42220,OUTSOLE,59.17944444
2732,OUTSOLE,59.17805556
11213,OUTSOLE,59.175
28929,OUTSOLE,59.17361111
10194,OUTSOLE,59.17111111
10196,OUTSOLE,59.17111111
38388,OUTSOLE,59.16944444
9803,OUTSOLE,59.16833333
7922,OUTSOLE,59.16583333
4144,OUTSOLE,59.16305556
842,OUTSOLE,59.15888889
10193,OUTSOLE,59.15722222
10195,OUTSOLE,59.15722222
10197,OUTSOLE,59.15722222
4142,OUTSOLE,59.14277778
4143,OUTSOLE,59.14277778
27758,OUTSOLE,59.14138889
27759,OUTSOLE,59.14138889
11226,OUTSOLE,59.13333333
42151,OUTSOLE,59.12388889
42164,OUTSOLE,59.12388889
4141,OUTSOLE,59.11388889
6885,OUTSOLE,59.11027778
36121,OUTSOLE,59.10527778
41211,OUTSOLE,59.09972222
4969,OUTSOLE,59.09944444
42161,OUTSOLE,59.09722222
24022,OUTSOLE,59.09
26832,OUTSOLE,59.08861111
26833,OUTSOLE,59.08861111
26834,OUTSOLE,59.08861111
32162,OUTSOLE,59.08361111
36048,OUTSOLE,59.07472222
36049,OUTSOLE,59.07472222
36050,OUTSOLE,59.07472222
36051,OUTSOLE,59.07472222
4959,OUTSOLE,59.07444444
34977,OUTSOLE,59.06888889
7870,OUTSOLE,59.06
25042,OUTSOLE,59.05111111
40199,OUTSOLE,59.04638889
9733,OUTSOLE,59.04472222
1662,OUTSOLE,59.04305556
41199,OUTSOLE,59.03305556
41200,OUTSOLE,59.03305556
41201,OUTSOLE,59.03305556
41202,OUTSOLE,59.03305556
34159,OUTSOLE,59.03194444
9735,OUTSOLE,59.03
38963,OUTSOLE,59.02194444
38965,OUTSOLE,59.02194444
27450,OUTSOLE,59.02138889
11040,OUTSOLE,59.01722222
11048,OUTSOLE,59.01722222
12769,OUTSOLE,59.015
27448,OUTSOLE,59.01361111
27449,OUTSOLE,59.01361111
2761,OUTSOLE,59.0125
39962,OUTSOLE,59.01222222
39965,OUTSOLE,59.01222222
38962,OUTSOLE,58.99888889
38964,OUTSOLE,58.99888889
28994,OUTSOLE,58.98416667
34157,OUTSOLE,58.9825
6780,OUTSOLE,58.98
6781,OUTSOLE,58.98
28999,OUTSOLE,58.97583333
9756,OUTSOLE,58.97444444
38958,OUTSOLE,58.97416667
38959,OUTSOLE,58.97416667
9755,OUTSOLE,58.96722222
9757,OUTSOLE,58.96722222
9849,OUTSOLE,58.96722222
6069,OUTSOLE,58.95694444
9847,OUTSOLE,58.95333333
9848,OUTSOLE,58.95333333
2455,OUTSOLE,58.95305556
38354,OUTSOLE,58.94888889
38356,OUTSOLE,58.94722222
22348,OUTSOLE,58.92083333
10612,OUTSOLE,58.91944444
36161,OUTSOLE,58.91555556
17828,OUTSOLE,58.91222222
1718,OUTSOLE,58.91055556
4237,OUTSOLE,58.90666667
4265,OUTSOLE,58.90666667
38762,OUTSOLE,58.89777778
38766,OUTSOLE,58.89777778
27447,OUTSOLE,58.89611111
3667,OUTSOLE,58.89388889
25234,OUTSOLE,58.89083333
25242,OUTSOLE,58.89083333
25248,OUTSOLE,58.89083333
3672,OUTSOLE,58.88944444
38919,OUTSOLE,58.88388889
23107,OUTSOLE,58.88305556
24062,OUTSOLE,58.8825
24063,OUTSOLE,58.8825
1642,OUTSOLE,58.87527778
30484,OUTSOLE,58.86611111
2793,OUTSOLE,58.86416667
2794,OUTSOLE,58.86416667
2619,OUTSOLE,58.86388889
41999,OUTSOLE,58.85638889
23002,OUTSOLE,58.85333333
3669,OUTSOLE,58.85305556
22303,OUTSOLE,58.84333333
38260,OUTSOLE,58.8425
38261,OUTSOLE,58.8425
38264,OUTSOLE,58.8425
38265,OUTSOLE,58.8425
38266,OUTSOLE,58.8425
38267,OUTSOLE,58.8425
38285,OUTSOLE,58.8425
38286,OUTSOLE,58.8425
9660,OUTSOLE,58.83611111
9661,OUTSOLE,58.83611111
17290,OUTSOLE,58.83111111
15207,OUTSOLE,58.82472222
15209,OUTSOLE,58.82472222
39970,OUTSOLE,58.82472222
27454,OUTSOLE,58.81833333
10886,OUTSOLE,58.8125
30486,OUTSOLE,58.80861111
7962,OUTSOLE,58.79916667
30510,OUTSOLE,58.78722222
30497,OUTSOLE,58.78361111
9888,OUTSOLE,58.78138889
11379,OUTSOLE,58.77944444
13188,OUTSOLE,58.77944444
9885,OUTSOLE,58.7775
3514,OUTSOLE,58.77305556
15615,OUTSOLE,58.77166667
9898,OUTSOLE,58.76416667
30509,OUTSOLE,58.7625
15617,OUTSOLE,58.75805556
3805,OUTSOLE,58.75388889
10615,OUTSOLE,58.75305556
27455,OUTSOLE,58.74888889
10613,OUTSOLE,58.7475
13468,OUTSOLE,58.74305556
20188,OUTSOLE,58.73888889
20189,OUTSOLE,58.73888889
20190,OUTSOLE,58.73888889
25049,OUTSOLE,58.72944444
7317,OUTSOLE,58.71833333
5164,OUTSOLE,58.71305556
22350,OUTSOLE,58.71138889
10617,OUTSOLE,58.70833333
37754,OUTSOLE,58.70472222
39983,OUTSOLE,58.70388889
9909,OUTSOLE,58.6975
36324,OUTSOLE,58.69138889
30527,OUTSOLE,58.68777778
36385,OUTSOLE,58.68666667
24053,OUTSOLE,58.68138889
9910,OUTSOLE,58.67638889
9911,OUTSOLE,58.67638889
30545,OUTSOLE,58.66972222
30547,OUTSOLE,58.66972222
30549,OUTSOLE,58.66972222
27484,OUTSOLE,58.66777778
38292,OUTSOLE,58.65333333
9666,OUTSOLE,58.65277778
27485,OUTSOLE,58.65027778
34261,OUTSOLE,58.65027778
21264,OUTSOLE,58.64694444
30543,OUTSOLE,58.64666667
30544,OUTSOLE,58.64666667
30546,OUTSOLE,58.64666667
30550,OUTSOLE,58.64666667
27486,OUTSOLE,58.63611111
25267,OUTSOLE,58.635
41981,OUTSOLE,58.62833333
14457,OUTSOLE,58.62694444
30542,OUTSOLE,58.62194444
14456,OUTSOLE,58.62138889
14458,OUTSOLE,58.62138889
14459,OUTSOLE,58.62138889
21255,OUTSOLE,58.62083333
16724,OUTSOLE,58.61361111
40092,OUTSOLE,58.6125
40093,OUTSOLE,58.6125
10933,OUTSOLE,58.60611111
9030,OUTSOLE,58.58583333
30571,OUTSOLE,58.57972222
30572,OUTSOLE,58.57972222
30574,OUTSOLE,58.57972222
9039,OUTSOLE,58.57861111
8988,OUTSOLE,58.57472222
4148,OUTSOLE,58.57222222
15245,OUTSOLE,58.57
16613,OUTSOLE,58.56222222
4183,OUTSOLE,58.56138889
8986,OUTSOLE,58.55666667
8987,OUTSOLE,58.55666667
30567,OUTSOLE,58.55666667
30569,OUTSOLE,58.55666667
30576,OUTSOLE,58.55666667
15663,OUTSOLE,58.55416667
15664,OUTSOLE,58.55222222
21817,OUTSOLE,58.55111111
9033,OUTSOLE,58.54944444
9034,OUTSOLE,58.54944444
17954,OUTSOLE,58.54555556
17955,OUTSOLE,58.54555556
30565,OUTSOLE,58.53194444
30566,OUTSOLE,58.53194444
30575,OUTSOLE,58.53194444
4186,OUTSOLE,58.52638889
41173,OUTSOLE,58.52361111
21818,OUTSOLE,58.52333333
13609,OUTSOLE,58.51722222
3569,OUTSOLE,58.51361111
4187,OUTSOLE,58.51333333
10849,OUTSOLE,58.50111111
29673,OUTSOLE,58.49666667
3037,OUTSOLE,58.48916667
8834,OUTSOLE,58.48694444
27871,OUTSOLE,58.4825
3040,OUTSOLE,58.48194444
22354,OUTSOLE,58.48111111
7979,OUTSOLE,58.48027778
15662,OUTSOLE,58.47916667
15667,OUTSOLE,58.47916667
32052,OUTSOLE,58.46944444
32054,OUTSOLE,58.46944444
32055,OUTSOLE,58.46944444
32056,OUTSOLE,58.46944444
32057,OUTSOLE,58.46944444
32058,OUTSOLE,58.46944444
32059,OUTSOLE,58.46944444
32060,OUTSOLE,58.46944444
32111,OUTSOLE,58.46944444
32112,OUTSOLE,58.46944444
32119,OUTSOLE,58.46944444
6763,OUTSOLE,58.46777778
3041,OUTSOLE,58.46527778
3042,OUTSOLE,58.46527778
3043,OUTSOLE,58.46527778
16845,OUTSOLE,58.46361111
16846,OUTSOLE,58.46361111
14367,OUTSOLE,58.45555556
35503,OUTSOLE,58.45527778
14386,OUTSOLE,58.44694444
11615,OUTSOLE,58.4425
11620,OUTSOLE,58.4425
15201,OUTSOLE,58.43333333
11628,OUTSOLE,58.42583333
40905,OUTSOLE,58.42166667
3733,OUTSOLE,58.41722222
7873,OUTSOLE,58.41666667
36761,OUTSOLE,58.41305556
7875,OUTSOLE,58.41138889
10593,OUTSOLE,58.40138889
27212,OUTSOLE,58.39833333
42225,OUTSOLE,58.39833333
21114,OUTSOLE,58.39472222
11626,OUTSOLE,58.3925
11627,OUTSOLE,58.3925
35492,OUTSOLE,58.39
13786,OUTSOLE,58.38888889
40038,OUTSOLE,58.38583333
33498,OUTSOLE,58.38305556
1609,OUTSOLE,58.38111111
41188,OUTSOLE,58.37638889
9770,OUTSOLE,58.37583333
11623,OUTSOLE,58.37444444
33499,OUTSOLE,58.3725
33500,OUTSOLE,58.36833333
7893,OUTSOLE,58.365
16650,OUTSOLE,58.35944444
33503,OUTSOLE,58.35833333
7896,OUTSOLE,58.35777778
31834,OUTSOLE,58.35694444
4213,OUTSOLE,58.35666667
9952,OUTSOLE,58.35555556
11614,OUTSOLE,58.35444444
11624,OUTSOLE,58.35444444
33504,OUTSOLE,58.35361111
8245,OUTSOLE,58.34805556
40124,OUTSOLE,58.33916667
15688,OUTSOLE,58.33194444
15686,OUTSOLE,58.32666667
8009,OUTSOLE,58.325
8010,OUTSOLE,58.325
15224,OUTSOLE,58.32333333
20027,OUTSOLE,58.31638889
15687,OUTSOLE,58.3125
24881,OUTSOLE,58.31194444
16714,OUTSOLE,58.30416667
9081,OUTSOLE,58.3
9083,OUTSOLE,58.3
41203,OUTSOLE,58.29861111
17126,OUTSOLE,58.29666667
17127,OUTSOLE,58.29666667
23059,OUTSOLE,58.2925
9070,OUTSOLE,58.2875
36857,OUTSOLE,58.28583333
15691,OUTSOLE,58.28055556
42194,OUTSOLE,58.28055556
22443,OUTSOLE,58.27972222
33954,OUTSOLE,58.27277778
8492,OUTSOLE,58.26944444
3055,OUTSOLE,58.26861111
23194,OUTSOLE,58.26861111
3010,OUTSOLE,58.26194444
3011,OUTSOLE,58.26194444
15218,OUTSOLE,58.26083333
15219,OUTSOLE,58.26083333
15220,OUTSOLE,58.26083333
2675,OUTSOLE,58.25666667
2676,OUTSOLE,58.25666667
36317,OUTSOLE,58.24944444
15684,OUTSOLE,58.24694444
33981,OUTSOLE,58.23333333
27561,OUTSOLE,58.23083333
29958,OUTSOLE,58.22055556
10847,OUTSOLE,58.21583333
9938,OUTSOLE,58.2075
3756,OUTSOLE,58.2025
3757,OUTSOLE,58.2025
10855,OUTSOLE,58.2
23038,OUTSOLE,58.19555556
17271,OUTSOLE,58.19472222
17274,OUTSOLE,58.19055556
23565,OUTSOLE,58.17805556
14720,OUTSOLE,58.17638889
14722,OUTSOLE,58.17638889
7838,OUTSOLE,58.17138889
40081,OUTSOLE,58.16333333
40082,OUTSOLE,58.16333333
38393,OUTSOLE,58.16138889
38395,OUTSOLE,58.16138889
30408,OUTSOLE,58.15583333
38394,OUTSOLE,58.155
5596,OUTSOLE,58.15194444
30412,OUTSOLE,58.14861111
26616,OUTSOLE,58.14416667
26617,OUTSOLE,58.14416667
23390,OUTSOLE,58.13861111
25112,OUTSOLE,58.13694444
40048,OUTSOLE,58.12916667
3769,OUTSOLE,58.12
23570,OUTSOLE,58.11583333
23378,OUTSOLE,58.11333333
23379,OUTSOLE,58.11333333
21425,OUTSOLE,58.10027778
25235,OUTSOLE,58.09944444
25236,OUTSOLE,58.09944444
25237,OUTSOLE,58.09944444
10982,OUTSOLE,58.09527778
10983,OUTSOLE,58.09527778
5691,OUTSOLE,58.09416667
8147,OUTSOLE,58.08861111
8148,OUTSOLE,58.08861111
8149,OUTSOLE,58.08861111
36936,OUTSOLE,58.08861111
30010,OUTSOLE,58.0775
14780,OUTSOLE,58.06194444
16754,OUTSOLE,58.04916667
16755,OUTSOLE,58.04555556
14718,OUTSOLE,58.03611111
14725,OUTSOLE,58.03611111
38428,OUTSOLE,58.03222222
25303,OUTSOLE,58.01555556
2711,OUTSOLE,58.00138889
31534,OUTSOLE,57.99888889
31535,OUTSOLE,57.99888889
31550,OUTSOLE,57.99888889
23052,OUTSOLE,57.99555556
23053,OUTSOLE,57.99555556
23054,OUTSOLE,57.99555556
23058,OUTSOLE,57.99555556
23301,OUTSOLE,57.99472222
4190,OUTSOLE,57.98861111
38618,OUTSOLE,57.98638889
1831,OUTSOLE,57.98583333
11921,OUTSOLE,57.98527778
14793,OUTSOLE,57.98166667
14794,OUTSOLE,57.98166667
14796,OUTSOLE,57.97666667
31621,OUTSOLE,57.95222222
31622,OUTSOLE,57.95222222
31623,OUTSOLE,57.95222222
4303,OUTSOLE,57.94944444
17226,OUTSOLE,57.9425
17229,OUTSOLE,57.93694444
17233,OUTSOLE,57.93694444
4305,OUTSOLE,57.92916667
11733,OUTSOLE,57.92555556
13522,OUTSOLE,57.92277778
23315,OUTSOLE,57.91666667
9919,OUTSOLE,57.91583333
40102,OUTSOLE,57.91583333
36960,OUTSOLE,57.91416667
4311,OUTSOLE,57.90888889
15412,OUTSOLE,57.905
4195,OUTSOLE,57.90472222
9933,OUTSOLE,57.9025
30036,OUTSOLE,57.90111111
21129,OUTSOLE,57.8975
33521,OUTSOLE,57.89277778
4204,OUTSOLE,57.89138889
27659,OUTSOLE,57.88777778
3113,OUTSOLE,57.88361111
11087,OUTSOLE,57.87972222
9920,OUTSOLE,57.87888889
11146,OUTSOLE,57.87444444
4201,OUTSOLE,57.87305556
4202,OUTSOLE,57.87305556
21130,OUTSOLE,57.87138889
4207,OUTSOLE,57.85972222
29770,OUTSOLE,57.85277778
9966,OUTSOLE,57.85194444
9965,OUTSOLE,57.84333333
38905,OUTSOLE,57.83944444
4299,OUTSOLE,57.815
4017,OUTSOLE,57.80027778
4984,OUTSOLE,57.79583333
38755,OUTSOLE,57.79583333
38756,OUTSOLE,57.79583333
38757,OUTSOLE,57.79583333
38759,OUTSOLE,57.79583333
15347,OUTSOLE,57.79361111
6698,OUTSOLE,57.75222222
23269,OUTSOLE,57.74638889
29790,OUTSOLE,57.74638889
4217,OUTSOLE,57.73833333
23118,OUTSOLE,57.73305556
4218,OUTSOLE,57.72916667
27961,OUTSOLE,57.71166667
29031,OUTSOLE,57.69861111
4223,OUTSOLE,57.69805556
40537,OUTSOLE,57.69222222
29033,OUTSOLE,57.69166667
36122,OUTSOLE,57.67777778
36123,OUTSOLE,57.67777778
36145,OUTSOLE,57.67777778
36184,OUTSOLE,57.67777778
29037,OUTSOLE,57.67527778
7288,OUTSOLE,57.675
25264,OUTSOLE,57.66166667
20921,OUTSOLE,57.64333333
36654,OUTSOLE,57.63583333
888,OUTSOLE,57.62805556
14520,OUTSOLE,57.62472222
1552,OUTSOLE,57.62416667
3068,OUTSOLE,57.62111111
881,OUTSOLE,57.62027778
882,OUTSOLE,57.62027778
14023,OUTSOLE,57.61916667
3067,OUTSOLE,57.59805556
25282,OUTSOLE,57.59555556
29019,OUTSOLE,57.59166667
25289,OUTSOLE,57.58333333
11030,OUTSOLE,57.57805556
33791,OUTSOLE,57.56777778
11013,OUTSOLE,57.55916667
31854,OUTSOLE,57.55833333
31859,OUTSOLE,57.55833333
31860,OUTSOLE,57.55833333
10249,OUTSOLE,57.55388889
10248,OUTSOLE,57.55083333
42282,OUTSOLE,57.54833333
16015,OUTSOLE,57.54777778
16016,OUTSOLE,57.54777778
16018,OUTSOLE,57.54777778
16021,OUTSOLE,57.54777778
27986,OUTSOLE,57.54416667
27987,OUTSOLE,57.54416667
31664,OUTSOLE,57.54
31668,OUTSOLE,57.54
40560,OUTSOLE,57.53694444
36326,OUTSOLE,57.53416667
36328,OUTSOLE,57.53416667
17138,OUTSOLE,57.52638889
21824,OUTSOLE,57.52555556
23134,OUTSOLE,57.51416667
33561,OUTSOLE,57.51333333
11184,OUTSOLE,57.50388889
36177,OUTSOLE,57.49194444
4269,OUTSOLE,57.48944444
38873,OUTSOLE,57.47055556
27463,OUTSOLE,57.44583333
7959,OUTSOLE,57.43916667
7960,OUTSOLE,57.43916667
